jobName,companyName,companyProp,salary,workExperience,recruitmentNumber,education,五险一金,带薪休假,员工旅游,周末双休,弹性工作,餐补,交通补助,年底双薪,股票期权
web前端开发工程师,京东集团 ,外商独资,0.0,5-10年,3人 ,大专,0,0,0,1,0,0,0,0,0
ReactNative/RN/前端开发工程师,海尔集团公司 ,国企,0.0,3-5年,5人 ,本科,1,0,0,0,1,1,0,0,0
H5混合开发前端工程师,北京优客创想网络科技有限公司 ,民营,7000.5,1-3年,1人 ,不限,0,0,1,1,0,1,0,0,0
开发部5WEB前端中级软件工程师,阁瑞钛伦特软件(北京)有限公司 ,民营,9000.5,不限,30人 ,不限,0,0,0,0,0,0,0,0,0
web前端开发工程师,飞思达技术（北京）有限公司,外商独资,11500.0,1-3年,2人 ,大专,1,0,1,0,0,1,0,1,0
Web前端高级开发工程师,北京棣南新宇科技有限公司 ,外商独资,17500.5,5-10年,2人 ,本科,1,0,0,0,0,0,0,1,0
web前端开发工程师,网云易通(北京)科技有限公司 ,民营,10500.0,1-3年,2人 ,大专,1,0,0,1,0,0,0,0,0
web前端工程师,中科软科技股份有限公司,股份制企业,7000.5,3-5年,1人 ,本科,1,0,1,1,0,0,0,0,0
前端开发工程师,普惠商业保理有限公司 ,民营,14000.0,3-5年,1人 ,大专,1,0,0,1,0,0,0,1,0
web前端工程师,北京小牛飞腾科技有限公司 ,民营,12500.5,1-3年,10人 ,本科,1,0,0,0,0,0,0,0,0
web前端开发工程师,网云易通(北京)科技有限公司 ,民营,9000.5,1-3年,3人 ,本科,1,0,0,0,0,0,0,0,0
web前端开发,北京商高科技有限公司 ,民营,12500.5,3-5年,2人 ,本科,1,0,0,0,0,0,0,0,1
web前端开发工程师,钛媒体,其它,20000.0,5-10年,1人 ,本科,0,0,0,0,0,0,0,0,0
html5前端,北京创今凯达科技有限公司,民营,9000.5,1-3年,6人 ,大专,1,0,0,1,0,1,0,0,0
前端开发工程师,北京美餐巧达科技有限公司 ,外商独资,22500.0,1-3年,1人 ,本科,0,0,0,0,1,0,0,1,1
web前端开发工程师,普维多(北京)科技服务有限公司,民营,12000.0,1-3年,1人 ,不限,1,0,0,1,1,0,1,0,0
前端,北京添信科技有限公司,民营,11500.0,3-5年,2人 ,本科,1,0,0,0,0,0,0,0,0
nodejs工程师,北京大天信息技术有限公司,民营,12500.5,1-3年,1人 ,本科,1,0,0,0,0,1,1,0,0
前端工程师,北京风唐科技有限责任公司,民营,17500.5,1-3年,1人 ,大专,1,0,0,0,0,0,0,0,0
前端工程师,北京希瑞广告有限公司,民营,12500.5,1-3年,1人 ,本科,1,0,1,0,1,1,1,0,0
高级前端开发工程师,北京日航科技有限公司,民营,17500.5,1-3年,5人 ,大专,1,0,0,0,0,1,0,1,0
web前端工程师,华夏天信(北京)智能低碳技术研究院有限公司,民营,12500.5,不限,1人 ,本科,1,0,1,1,0,1,0,0,0
Egret工程师,北京趣问科技有限公司,民营,17500.5,1-3年,1人 ,本科,0,0,0,0,1,0,0,0,0
高级前端开发工程师,美宅科技(北京)有限公司,保密,15000.0,5-10年,1人 ,本科,0,0,0,0,0,1,1,0,0
gis开发工程师,北京迈普思科技有限公司,保密,10000.0,不限,5人 ,不限,1,0,0,1,0,0,0,0,1
webgl工程师,北京华锐视点数字科技有限公司,民营,17500.5,1-3年,3人 ,本科,0,0,0,0,0,0,0,1,0
Web后端开发工程师,北京二十二世纪哆啦科技有限公司,民营,12500.5,1-3年,3人 ,本科,0,0,0,0,0,0,0,0,0
H5移动端开发工程师,北京宏天信业信息技术股份有限公司,股份制企业,17500.5,1-3年,3人 ,大专,1,0,0,0,0,0,0,0,0
web前端开发工程师,光明中金文化传媒有限公司,民营,12500.5,1-3年,1人 ,本科,1,0,0,1,0,1,1,0,0
Apicloud开发工程师,康众畅想网信安全科技(北京)股份有限公司,民营,9000.0,不限,3人 ,不限,1,0,0,1,0,1,0,1,0
中级web前端开发,北京人人时代科技有限公司,民营,15000.0,3-5年,1人 ,本科,1,0,0,1,1,0,0,0,0
WEB前端开发工程师,弘成科技发展有限公司,股份制企业,12500.5,1-3年,1人 ,大专,1,0,0,0,1,1,0,0,0
hybird 开发工程师,北京众博康健医药有限公司,民营,15000.0,3-5年,1人 ,大专,1,0,0,0,0,1,1,0,0
高级web前端开发,北京人人时代科技有限公司,民营,15000.0,3-5年,1人 ,本科,1,0,0,1,1,0,0,0,0
HTML5,北京易易信息技术有限公司,民营,20000.0,1-3年,1人 ,本科,1,0,0,1,0,1,0,1,0
web前端,北京康大助友科技有限公司,股份制企业,7000.5,1-3年,1人 ,大专,1,0,0,1,0,0,1,0,0
网站前端设计,万企千校(北京)教育科技服务中心有限公司,股份制企业,9000.0,3-5年,2人 ,大专,1,0,0,1,0,0,0,0,0
web前端,湖南华威金安企业管理有限公司北京分公司,民营,18500.0,3-5年,1人 ,本科,1,0,0,1,0,1,1,0,0
前端开发工程师,悠活省吧(北京)网络科技有限公司,民营,12500.5,1-3年,1人 ,本科,1,0,0,0,1,0,0,0,0
WEB前端开发,北京时代艾特智能科技有限公司,其它,12500.5,不限,1人 ,不限,0,0,0,0,0,0,0,0,0
h5前端开发工程师,汇智云创(北京)信息科技有限公司,民营,7000.5,1-3年,4人 ,本科,0,0,0,1,0,1,0,0,0
web前端开发,北京鸿网互联科技有限公司,股份制企业,7000.5,1-3年,2人 ,不限,1,0,0,1,1,0,0,1,0
前端开发工程师,北京华电天德科技园有限公司,国企,9500.0,1-3年,1人 ,本科,1,0,1,0,0,1,0,0,0
h5前端开发工程师,北京大成鼎盛网络科技有限公司,民营,12500.5,1-3年,1人 ,本科,0,0,0,0,0,0,0,0,0
Web前端开发,康联畅享(北京)医疗科技有限公司,民营,12500.0,1-3年,1人 ,本科,1,0,0,0,0,0,0,1,0
前端开发工程师,北京时尚锋迅信息技术有限公司,民营,12500.5,不限,1人 ,不限,1,0,0,0,0,0,1,1,1
前端工程师,恒久尚品网络科技(北京)有限公司,民营,9000.5,1-3年,1人 ,不限,1,0,1,1,0,0,0,0,0
前端架构师,清华大学交通研究所,事业单位,17500.0,3-5年,1人 ,本科,1,0,0,0,0,0,0,0,0
前端开发,北京智优加网络科技有限公司,股份制企业,12000.0,1-3年,2人 ,大专,1,0,1,0,1,0,0,0,0
H5前端开发(H5游戏开发）,北京钉图互动科技有限公司,民营,17500.5,3-5年,1人 ,大专,1,0,0,0,1,1,0,0,0
前端工程师,北京南木一风信息技术有限公司,民营,12500.5,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
App前端开发,北京维久云科技有限公司,民营,12500.5,1-3年,2人 ,大专,1,0,0,0,1,1,1,0,0
网页前端工程师,北京小鱼在线科技有限公司,民营,5250.0,不限,1人 ,大专,0,0,1,1,1,0,0,0,0
web前端开发工程师,上海威廉伙伴文化创意有限公司,保密,11500.0,3-5年,2人 ,大专,1,0,1,1,0,1,0,0,0
前端工程师,理想国（北京）科技有限责任公司,民营,15000.0,1-3年,2人 ,大专,0,0,0,0,1,0,0,0,0
前端开发工程师,北京六方云科技有限公司,保密,18000.0,1-3年,5人 ,本科,1,0,0,0,1,1,0,0,1
java前端开发工程师,北京领路优算科技有限公司,民营,11500.0,1-3年,4人 ,本科,0,0,0,0,0,0,0,0,0
前端工程师,中企崛起网络技术(北京)有限公司,民营,9000.5,3-5年,1人 ,不限,1,0,0,0,0,0,1,0,0
Web开发工程师,博懋信(北京)科技有限公司,外商独资,8000.0,不限,3人 ,本科,1,0,0,0,0,1,0,0,0
web前端,北京致悦科技有限公司,民营,30000.0,3-5年,2人 ,本科,1,0,1,1,0,0,0,0,0
初级／中级前端开发工程师,北京优一至简科技有限公司,保密,7500.0,1-3年,1人 ,本科,1,0,0,1,1,1,0,0,1
诚聘WEB前端工程师,北京鼎证物联信息技术有限公司,保密,10500.0,1-3年,1人 ,本科,1,0,0,0,1,0,0,0,0
前端开发工程师,北京新创动力网络科技有限公司,民营,5000.5,1-3年,1人 ,大专,0,0,0,1,1,0,0,0,0
高级前端开发工程师,众惠联科技(北京)有限公司,民营,20000.0,3-5年,1人 ,本科,0,0,0,0,0,1,0,1,0
web前端,北京东源明威科技有限公司,民营,12500.5,1-3年,3人 ,本科,1,0,1,1,0,1,0,1,0
前端开发工程师,北京喜得设计咨询有限公司,保密,12500.5,1-3年,3人 ,本科,0,0,0,0,0,0,0,0,0
软件开发工程师（ HTLM5）,北京唯友信息科技有限公司,民营,12500.5,1-3年,1人 ,本科,0,0,1,0,0,1,1,0,0
java开发工程师,康众畅想网信安全科技(北京)股份有限公司,民营,9000.0,不限,3人 ,不限,1,0,0,1,0,1,0,1,0
web前端开发工程师,FUSIONFUNDLIMITED,港澳台公司,12500.0,3-5年,1人 ,本科,1,0,0,1,0,0,0,0,0
前端开发工程师[北京-海淀区],北京南秦山科技有限公司,民营,9000.5,1-3年,2人 ,大专,1,0,0,1,0,1,1,0,0
WEB前端研发工程师,北京锐驰信安技术有限公司,其它,12500.0,不限,1人 ,本科,1,0,0,0,1,0,0,1,0
微信小程序开发,北京金凯晨数字科技有限公司,股份制企业,12500.5,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
web开发工程师,奔讯电子科技（北京）有限公司,外商独资,10000.0,1-3年,1人 ,大专,1,0,1,1,0,0,0,0,0
前端开发工程师,北京秒帧科技发展有限公司,民营,12500.5,1-3年,1人 ,本科,1,0,0,0,1,0,0,0,0
前端开发工程师,北京荣美福地科技有限公司,民营,8000.0,3-5年,1人 ,不限,0,0,0,0,0,0,0,0,0
WEB前端开发,源亿(北京)网络科技有限公司,民营,12500.5,3-5年,1人 ,不限,1,0,0,0,0,0,0,0,0
高级WEB前端工程师,北京百朋索奇科技有限公司,民营,12500.0,3-5年,2人 ,不限,0,0,1,1,1,0,0,0,0
APICloud前端开发工程师,北京天驰易联科技有限公司,股份制企业,9000.5,1-3年,2人 ,大专,1,0,0,1,0,1,0,0,0
h5前端开发工程师,北京合众创融科技有限公司,保密,17500.5,不限,1人 ,本科,0,0,0,0,1,0,0,0,0
前端工程师（设计背景）,必连(北京)科技有限公司,民营,15000.0,3-5年,1人 ,本科,1,0,1,1,0,0,0,1,0
Web前端工程师,北京格如灵科技有限公司,民营,16000.0,5-10年,1人 ,本科,1,0,0,1,0,0,0,0,1
web前端开发（高级）工程师（可兼职）,北京智慧互联应用软件开发中心,保密,17500.5,3-5年,10人 ,大专,0,0,0,0,0,0,0,0,1
前端开发工程师,北京蜕变科技有限公司,民营,11500.0,1-3年,2人 ,不限,1,0,0,0,0,0,0,0,0
Web前端开发工程师,北京妙趣横生网络科技有限公司,民营,14000.0,3-5年,1人 ,不限,1,0,1,0,1,0,0,0,0
前端开发工程师,世界玖玖(北京)电子商务有限公司,民营,11500.0,1-3年,1人 ,本科,1,0,0,1,0,1,0,0,0
web前端工程师,北京浙星信息技术有限公司,民营,9000.5,1-3年,1人 ,大专,1,0,0,1,0,0,0,0,0
前端工程师,北京明荣科技有限公司,民营,7500.0,1-3年,5人 ,不限,0,0,0,0,0,0,0,0,0
web前端工程师,北京世纪九州软件有限公司,民营,9000.5,1-3年,2人 ,本科,1,0,0,1,0,0,1,0,0
WEB和APP前端工程师兼UI设计,北京紫荆新锐网络科技股份有限公司,股份制企业,5000.5,1-3年,1人 ,大专,0,0,0,0,0,0,0,0,0
中级web前端工程师,北京红果科技有限公司,民营,17500.5,3-5年,5人 ,本科,1,0,0,1,0,0,0,0,0
前端工程师,北京礼念科技有限公司,民营,8000.0,1-3年,1人 ,本科,0,0,0,0,0,0,0,0,0
前端工程师,北京臻宿信息技术有限公司,保密,9000.0,1-3年,1人 ,大专,1,0,0,0,0,0,0,0,0
Web前端研发工程师,壹天壹刻(北京)网络科技有限公司,民营,10000.0,1-3年,1人 ,大专,1,0,0,1,1,1,1,0,0
高级前端开发工程师,道斯(北京)科技有限公司,保密,25000.5,3-5年,1人 ,本科,0,0,0,0,1,1,0,0,0
前端工程师,上海羽时互联网金融信息服务有限公司,民营,17500.5,3-5年,1人 ,本科,1,0,0,1,0,0,0,0,0
前端工程师（北京）,北京中景合天科技有限公司,保密,12500.5,3-5年,3人 ,本科,1,0,0,0,0,1,1,0,1
web前端工程师,北京昊合数据科技有限公司,其它,12500.5,3-5年,1人 ,本科,1,0,0,1,1,0,0,0,0
web前端开发工程师,北京赛鼎科技有限公司,国企,15000.0,3-5年,3人 ,本科,1,0,0,0,1,0,0,0,0
中国科学院计算技术研究所研发实习生,北京中科天合科技有限公司,民营,3000.0,不限,1人 ,本科,0,0,0,1,0,0,0,0,0
web前端高级研发工程师,北京米扑科技有限公司,民营,25000.5,1-3年,5人 ,本科,1,0,0,0,1,0,0,1,1
WEB前端工程师,上海有师网络科技有限公司,民营,9000.5,3-5年,1人 ,本科,1,0,1,0,0,0,0,0,0
WEB前端开发,北京中科澄海科技有限公司,民营,9000.5,不限,1人 ,不限,1,0,1,0,1,1,0,0,0
前端工程师,北京中科恒智科技股份有限公司,股份制企业,9000.5,1-3年,5人 ,本科,1,0,0,1,0,1,0,1,0
web前端开发工程师,北京星际联盟科技有限公司,民营,9000.5,1-3年,2人 ,本科,1,0,0,0,1,0,0,0,0
U3D高级客户端开发工程师,北京畅易游科技有限公司,民营,22500.0,1-3年,1人 ,大专,1,0,0,0,0,1,0,0,0
web前端开发工程师,瓦戈科技(上海)有限公司,民营,12500.5,3-5年,2人 ,大专,1,0,0,0,0,0,0,0,0
web前端工程师,京睿天成(北京)科技有限公司,民营,12500.5,1-3年,1人 ,大专,0,0,0,0,0,0,0,0,1
前端高级工程师,北京甲子征信有限公司,民营,25000.5,5-10年,1人 ,本科,1,0,0,0,0,1,1,0,0
前端开发工程师,北京鹅毛科技有限公司,民营,9000.5,1-3年,1人 ,不限,0,0,0,0,0,0,0,0,0
前端开发工程师,中交智能科技股份有限公司,股份制企业,9000.5,不限,1人 ,本科,1,0,0,1,0,0,1,0,0
Web 研发工程师,耐誉斯凯(北京)科技有限公司,外商独资,11500.0,3-5年,1人 ,本科,1,0,0,0,0,0,1,0,0
web前端开发,北京王府井国际口腔门诊部,股份制企业,6500.0,不限,1人 ,不限,1,0,0,0,0,0,0,0,0
web前端工程师,北京鲁拓科技有限公司,民营,12500.5,1-3年,1人 ,本科,1,0,0,0,1,0,0,0,0
wbe前端,北京天昊卓越科技有限公司,民营,15000.0,不限,5人 ,硕士,1,0,0,0,0,0,0,0,0
h5混合开发工程师,北京众博康健医药有限公司,民营,15000.0,3-5年,1人 ,大专,1,0,0,0,0,1,1,1,0
web前端开发工程师,北京金锐德路科技有限公司,民营,20000.0,3-5年,1人 ,本科,1,0,0,0,1,0,0,0,0
前端开发,北京天行数科数据科技有限公司,民营,9500.0,1-3年,2人 ,本科,1,0,0,1,0,1,0,0,1
小程序开发,新墨(北京)科技有限公司,民营,12500.5,1-3年,2人 ,不限,1,0,0,1,1,0,0,0,0
前端工程师,深度交叉(北京)科技有限公司,民营,30000.0,不限,5人 ,本科,1,0,0,0,1,0,0,0,1
wab前端工程师,北京中企英才科技有限公司,保密,14000.0,3-5年,2人 ,不限,1,0,0,1,0,0,0,0,0
web前端工程师,北京计算未来科技有限公司,民营,7500.0,1-3年,1人 ,本科,0,0,0,1,1,1,1,0,0
web前端培训讲师,北京英工教育科技有限公司,民营,22500.0,3-5年,2人 ,本科,0,0,0,0,0,0,0,0,0
web前端,北京云医惠药信息科技有限公司,民营,25000.0,5-10年,1人 ,本科,0,0,0,0,0,0,0,0,0
前端开发工程师,新墨(北京)科技有限公司,民营,12500.5,3-5年,2人 ,不限,1,0,0,0,1,0,0,0,0
前端高级开发工程师,苏州艾沐佳贸易有限公司,民营,34500.0,1-3年,10人 ,本科,0,0,0,0,0,0,0,0,0
前端开发工程师,北京金水信息技术发展有限公司,国企,13000.0,3-5年,1人 ,本科,1,0,0,0,0,1,0,0,0
前端开发工程师,台州欧奇电子商务有限公司,保密,37500.0,1-3年,5人 ,本科,0,0,0,1,0,0,0,0,1
前端开发工程师（可转正）,北京优一至简科技有限公司,保密,4000.0,不限,2人 ,本科,0,0,0,0,0,0,0,0,0
高级前端开发工程师,北京直客科技有限公司,民营,15000.0,3-5年,2人 ,本科,0,0,0,0,0,0,0,0,0
小程序微信开发工程师,北京哎呀妈呀咨询有限公司,民营,18000.0,1-3年,1人 ,本科,1,0,1,1,1,0,0,0,0
小程序+html5,北京神州腾达科技有限公司,民营,12500.5,1年以下,2人 ,不限,0,0,0,0,0,0,0,0,0
高级前端工程师,北京智享文化传媒有限公司,民营,12500.5,5-10年,1人 ,本科,1,0,1,0,1,0,0,0,0
web前端高级工程师,北京智行汇通科技有限公司,民营,19500.0,3-5年,1人 ,本科,1,0,0,1,0,0,0,0,0
前端工程师,北京嘉维创新科技有限公司,民营,7000.5,不限,10人 ,不限,1,0,1,0,0,0,0,1,0
前端开发工程师,北京探感科技股份有限公司 ,股份制企业,10000.0,1-3年,2人 ,大专,1,0,1,0,0,0,0,0,1
前端工程师,中信出版集团股份有限公司,国企,22500.0,3-5年,1人 ,本科,0,0,0,1,1,1,0,0,0
前端工程师,北京阿拉丁未来科技有限责任公司,股份制企业,13000.0,1-3年,3人 ,大专,1,0,1,0,0,1,1,0,0
前端工程师,北京新青时代网络科技有限公司 ,民营,13000.0,3-5年,4人 ,本科,0,0,0,0,0,0,0,0,0
java前端开发工程师,三智慧通(北京)科技有限公司,保密,12500.5,3-5年,3人 ,本科,1,0,0,0,0,0,0,0,0
前端开发工程师,中保创(北京)科技有限公司,股份制企业,10500.0,1-3年,2人 ,不限,1,0,0,1,0,0,0,0,1
前端开发工程师,北京德尔至达科技有限公司,保密,15000.0,不限,1人 ,不限,1,0,0,0,1,0,0,0,1
初级webgis开发工程师,北京宏图远见科技有限公司,民营,12500.5,1-3年,1人 ,本科,1,0,0,1,1,1,1,0,0
web前端开发工程师,北京金蝉科技有限公司,民营,22500.0,5-10年,1人 ,中专,1,0,0,1,0,0,0,1,0
H5前端开发工程师,北京翰迪福睿科技有限责任公司,股份制企业,7000.5,1-3年,1人 ,大专,0,0,1,0,0,1,0,0,0
高级前端开发工程师,北京奈斯特尔信息技术有限公司,合资,22500.0,1-3年,2人 ,不限,0,0,0,0,0,0,0,0,0
前端开发工程师,北京鸿链科技有限公司,保密,12000.0,1-3年,1人 ,大专,1,0,0,0,0,0,0,1,0
Web前端工程师,北京北广影联传媒科技有限公司,民营,11500.0,3-5年,1人 ,本科,1,0,0,0,0,1,0,0,1
web前端工程师,北京优易捷科技有限责任公司,民营,5000.0,不限,2人 ,不限,1,0,0,1,0,0,0,0,0
高级web前端开发工程师（angular2）,嘉迅源(北京)智能系统科技有限公司,股份制企业,22500.0,不限,5人 ,不限,1,0,1,0,0,0,0,0,0
龙湖地产-前端开发经理,北京天象万维科技有限公司 ,民营,33000.0,5-10年,1人 ,本科,1,0,0,1,0,0,0,0,0
web前端,北京雅天共享信息科技有限公司,民营,17500.0,3-5年,3人 ,本科,0,0,1,1,0,1,0,1,0
WEB前端开发,北京爱豆文化传媒有限公司,民营,12500.5,不限,1人 ,不限,1,0,0,1,0,1,0,0,0
前端技术人员,卓腾(北京)科技有限公司,保密,12500.5,1-3年,1人 ,本科,1,0,0,0,1,0,0,1,0
高级前端开发工程师,北京聚金云服科技有限公司,保密,17500.5,3-5年,1人 ,本科,1,0,0,1,0,1,0,0,0
html5前端开发工程师,北京摩尔生活网络科技有限公司,其它,8000.0,1-3年,1人 ,大专,0,0,0,1,1,0,0,0,0
web前端,中豆互动科技有限责任公司,民营,11500.0,3-5年,8人 ,本科,0,0,0,0,0,0,0,0,0
前端开发工程师,北京飞企互联科技有限公司,上市公司,11000.0,1-3年,1人 ,本科,1,0,1,1,0,0,1,1,0
高级 Web 前端工程师,北京磨刀刻石科技有限公司,民营,25000.0,不限,1人 ,本科,0,0,1,1,0,0,0,1,0
H5前端开发 旅游行业 西红门办公,北京海外网科技有限公司,股份制企业,8000.0,1-3年,2人 ,大专,0,0,1,1,0,0,0,0,0
web前端开发,启名方科技(北京)有限公司,民营,22500.0,3-5年,1人 ,本科,1,0,1,0,1,0,0,0,0
web前端,北京藜麦信息技术有限责任公司,民营,12000.0,1-3年,4人 ,本科,1,0,0,0,0,1,1,1,1
web前端开发,北京牛客科技有限公司,其它,22500.0,不限,3人 ,本科,1,0,1,0,1,1,0,0,0
HTML5,北京趣问科技有限公司,民营,12500.5,1-3年,1人 ,本科,0,0,0,0,1,0,0,0,0
小程序前端开发工程师,北京亿百分科技有限公司,民营,15000.0,3-5年,2人 ,本科,1,0,0,1,0,0,0,0,0
小程序开发,北京趣问科技有限公司,民营,12500.5,1-3年,1人 ,本科,0,0,0,0,0,0,0,0,0
web前端工程师,北京智行汇通科技有限公司,民营,19500.0,5-10年,2人 ,本科,1,0,0,1,0,0,0,0,0
web前端,宁波艾莫投资管理有限公司,民营,30000.0,3-5年,1人 ,本科,1,0,0,0,0,1,0,0,0
h5前端开发工程师,北京智文创想科技有限公司,民营,12500.5,1-3年,1人 ,本科,0,0,0,0,0,0,0,0,0
前端开发工程师,北京天行数科数据科技有限公司,民营,9500.0,1-3年,2人 ,本科,1,0,0,1,0,1,0,0,1
WEB前端高级开发工程师,北京中企英才科技有限公司,保密,12500.5,3-5年,10人 ,不限,0,0,0,1,0,0,0,0,0
react前端开发工程师,北京客度科技有限公司,民营,15000.0,3-5年,2人 ,大专,1,0,1,0,0,0,0,0,1
